id_publicacao;descricao;data_postagem;imagem;fk_usuario;fk_evento;publicacao_pai;tipo
1961;Descricao adequada do comentario da publicação  229;04/10/2020;coment_1405.jgp;944;105;229;COMENTARIO
1962;Descricao adequada do comentario da publicação  287;09/02/2019;coment_1406.jgp;787;117;287;COMENTARIO
1963;Descricao adequada do comentario da publicação  402;22/01/2020;coment_1407.jgp;319;91;402;COMENTARIO
1964;Descricao adequada do comentario da publicação  522;13/10/2019;coment_1408.jgp;499;122;522;COMENTARIO
1965;Descricao adequada do comentario da publicação  354;29/05/2019;coment_1409.jgp;268;115;354;COMENTARIO
1966;Descricao adequada do comentario da publicação  444;25/03/2020;coment_1410.jgp;944;101;444;COMENTARIO
1967;Descricao adequada do comentario da publicação  448;30/08/2020;coment_1411.jgp;816;83;448;COMENTARIO
1968;Descricao adequada do comentario da publicação  512;10/03/2019;coment_1412.jgp;559;155;512;COMENTARIO
1969;Descricao adequada do comentario da publicação  468;03/07/2019;coment_1413.jgp;1135;127;468;COMENTARIO
1970;Descricao adequada do comentario da publicação  277;30/07/2019;coment_1414.jgp;490;151;277;COMENTARIO
1971;Descricao adequada do comentario da publicação  424;02/11/2020;coment_1415.jgp;32;66;424;COMENTARIO
1972;Descricao adequada do comentario da publicação  276;03/10/2021;coment_1416.jgp;129;26;276;COMENTARIO
1973;Descricao adequada do comentario da publicação  405;11/05/2021;coment_1417.jgp;728;16;405;COMENTARIO
1974;Descricao adequada do comentario da publicação  331;23/10/2021;coment_1418.jgp;380;15;331;COMENTARIO
1975;Descricao adequada do comentario da publicação  415;30/07/2021;coment_1419.jgp;806;30;415;COMENTARIO
1976;Descricao adequada do comentario da publicação  313;17/04/2019;coment_1420.jgp;464;157;313;COMENTARIO
1977;Descricao adequada do comentario da publicação  499;23/04/2019;coment_1421.jgp;1010;132;499;COMENTARIO
1978;Descricao adequada do comentario da publicação  476;11/01/2019;coment_1422.jgp;477;124;476;COMENTARIO
1979;Descricao adequada do comentario da publicação  175;19/08/2019;coment_1423.jgp;665;126;175;COMENTARIO
1980;Descricao adequada do comentario da publicação  508;28/02/2019;coment_1424.jgp;1040;123;508;COMENTARIO
1981;Descricao adequada do comentario da publicação  361;27/06/2021;coment_1425.jgp;98;45;361;COMENTARIO
1982;Descricao adequada do comentario da publicação  273;01/05/2020;coment_1426.jgp;1062;55;273;COMENTARIO
1983;Descricao adequada do comentario da publicação  290;30/08/2019;coment_1427.jgp;512;143;290;COMENTARIO
1984;Descricao adequada do comentario da publicação  379;02/02/2021;coment_1428.jgp;362;27;379;COMENTARIO
1985;Descricao adequada do comentario da publicação  222;06/04/2020;coment_1429.jgp;1012;95;222;COMENTARIO
1986;Descricao adequada do comentario da publicação  519;01/08/2021;coment_1430.jgp;1089;36;519;COMENTARIO
1987;Descricao adequada do comentario da publicação  238;10/05/2021;coment_1431.jgp;865;16;238;COMENTARIO
1988;Descricao adequada do comentario da publicação  377;18/01/2019;coment_1432.jgp;380;109;377;COMENTARIO
1989;Descricao adequada do comentario da publicação  404;18/03/2020;coment_1433.jgp;685;79;404;COMENTARIO
1990;Descricao adequada do comentario da publicação  212;09/10/2020;coment_1434.jgp;861;67;212;COMENTARIO
1991;Descricao adequada do comentario da publicação  357;19/02/2019;coment_1435.jgp;939;153;357;COMENTARIO
1992;Descricao adequada do comentario da publicação  456;26/10/2020;coment_1436.jgp;1162;86;456;COMENTARIO
1993;Descricao adequada do comentario da publicação  546;28/04/2021;coment_1437.jgp;74;25;546;COMENTARIO
1994;Descricao adequada do comentario da publicação  397;08/09/2021;coment_1438.jgp;399;44;397;COMENTARIO
1995;Descricao adequada do comentario da publicação  259;09/05/2020;coment_1439.jgp;425;55;259;COMENTARIO
1996;Descricao adequada do comentario da publicação  509;14/08/2019;coment_1440.jgp;542;148;509;COMENTARIO
1997;Descricao adequada do comentario da publicação  379;30/01/2021;coment_1441.jgp;830;27;379;COMENTARIO
1998;Descricao adequada do comentario da publicação  160;26/02/2019;coment_1442.jgp;200;110;160;COMENTARIO
1999;Descricao adequada do comentario da publicação  309;27/11/2019;coment_1443.jgp;1034;118;309;COMENTARIO
2000;Descricao adequada do comentario da publicação  465;16/02/2019;coment_1444.jgp;416;125;465;COMENTARIO
2001;Descricao adequada do comentario da publicação  439;24/03/2021;coment_1445.jgp;33;17;439;COMENTARIO
2002;Descricao adequada do comentario da publicação  491;29/05/2021;coment_1446.jgp;284;18;491;COMENTARIO
2003;Descricao adequada do comentario da publicação  432;12/06/2020;coment_1447.jgp;1021;81;432;COMENTARIO
2004;Descricao adequada do comentario da publicação  406;08/08/2021;coment_1448.jgp;1014;40;406;COMENTARIO
2005;Descricao adequada do comentario da publicação  161;05/05/2019;coment_1449.jgp;419;116;161;COMENTARIO
2006;Descricao adequada do comentario da publicação  468;29/06/2019;coment_1450.jgp;887;127;468;COMENTARIO
2007;Descricao adequada do comentario da publicação  552;24/02/2019;coment_1451.jgp;31;140;552;COMENTARIO
2008;Descricao adequada do comentario da publicação  200;31/01/2019;coment_1452.jgp;984;150;200;COMENTARIO
2009;Descricao adequada do comentario da publicação  436;15/05/2021;coment_1453.jgp;644;6;436;COMENTARIO
2010;Descricao adequada do comentario da publicação  435;10/11/2020;coment_1454.jgp;168;66;435;COMENTARIO
2011;Descricao adequada do comentario da publicação  406;10/08/2021;coment_1455.jgp;77;40;406;COMENTARIO
2012;Descricao adequada do comentario da publicação  245;10/04/2019;coment_1456.jgp;591;113;245;COMENTARIO
2013;Descricao adequada do comentario da publicação  453;21/09/2019;coment_1457.jgp;809;142;453;COMENTARIO
2014;Descricao adequada do comentario da publicação  504;22/09/2019;coment_1458.jgp;644;137;504;COMENTARIO
2015;Descricao adequada do comentario da publicação  204;16/12/2020;coment_1459.jgp;401;76;204;COMENTARIO
2016;Descricao adequada do comentario da publicação  495;27/04/2019;coment_1460.jgp;699;159;495;COMENTARIO
2017;Descricao adequada do comentario da publicação  543;04/08/2019;coment_1461.jgp;948;120;543;COMENTARIO
2018;Descricao adequada do comentario da publicação  208;08/10/2019;coment_1462.jgp;535;154;208;COMENTARIO
2019;Descricao adequada do comentario da publicação  536;13/07/2020;coment_1463.jgp;417;80;536;COMENTARIO
2020;Descricao adequada do comentario da publicação  513;28/07/2020;coment_1464.jgp;1170;71;513;COMENTARIO
2021;Descricao adequada do comentario da publicação  525;06/12/2021;coment_1465.jgp;668;46;525;COMENTARIO
2022;Descricao adequada do comentario da publicação  535;13/07/2020;coment_1466.jgp;181;94;535;COMENTARIO
2023;Descricao adequada do comentario da publicação  223;13/11/2021;coment_1467.jgp;790;21;223;COMENTARIO
2024;Descricao adequada do comentario da publicação  425;11/08/2021;coment_1468.jgp;273;48;425;COMENTARIO
2025;Descricao adequada do comentario da publicação  540;10/07/2019;coment_1469.jgp;341;136;540;COMENTARIO
2026;Descricao adequada do comentario da publicação  313;15/04/2019;coment_1470.jgp;470;157;313;COMENTARIO
2027;Descricao adequada do comentario da publicação  194;23/03/2021;coment_1471.jgp;409;28;194;COMENTARIO
2028;Descricao adequada do comentario da publicação  382;21/06/2020;coment_1472.jgp;20;75;382;COMENTARIO
2029;Descricao adequada do comentario da publicação  542;01/04/2020;coment_1473.jgp;592;61;542;COMENTARIO
2030;Descricao adequada do comentario da publicação  527;19/11/2021;coment_1474.jgp;17;46;527;COMENTARIO
2031;Descricao adequada do comentario da publicação  298;13/06/2021;coment_1475.jgp;410;39;298;COMENTARIO
2032;Descricao adequada do comentario da publicação  276;03/10/2021;coment_1476.jgp;508;26;276;COMENTARIO
2033;Descricao adequada do comentario da publicação  345;09/10/2019;coment_1477.jgp;543;154;345;COMENTARIO
2034;Descricao adequada do comentario da publicação  466;09/03/2020;coment_1478.jgp;201;63;466;COMENTARIO
2035;Descricao adequada do comentario da publicação  291;28/04/2021;coment_1479.jgp;28;38;291;COMENTARIO
2036;Descricao adequada do comentario da publicação  295;29/11/2020;coment_1480.jgp;314;72;295;COMENTARIO
2037;Descricao adequada do comentario da publicação  502;16/03/2019;coment_1481.jgp;1093;144;502;COMENTARIO
2038;Descricao adequada do comentario da publicação  194;25/03/2021;coment_1482.jgp;583;28;194;COMENTARIO
2039;Descricao adequada do comentario da publicação  483;31/03/2021;coment_1483.jgp;610;41;483;COMENTARIO
2040;Descricao adequada do comentario da publicação  550;26/11/2021;coment_1484.jgp;1154;53;550;COMENTARIO
2041;Descricao adequada do comentario da publicação  523;01/08/2020;coment_1485.jgp;202;71;523;COMENTARIO
2042;Descricao adequada do comentario da publicação  458;18/06/2020;coment_1486.jgp;475;81;458;COMENTARIO
2043;Descricao adequada do comentario da publicação  229;07/10/2020;coment_1487.jgp;170;105;229;COMENTARIO
2044;Descricao adequada do comentario da publicação  339;11/03/2020;coment_1488.jgp;67;101;339;COMENTARIO
2045;Descricao adequada do comentario da publicação  419;15/05/2021;coment_1489.jgp;37;38;419;COMENTARIO
2046;Descricao adequada do comentario da publicação  241;03/06/2019;coment_1490.jgp;1116;116;241;COMENTARIO
2047;Descricao adequada do comentario da publicação  548;31/07/2019;coment_1491.jgp;42;128;548;COMENTARIO
2048;Descricao adequada do comentario da publicação  289;06/02/2019;coment_1492.jgp;295;117;289;COMENTARIO
2049;Descricao adequada do comentario da publicação  549;27/09/2020;coment_1493.jgp;21;74;549;COMENTARIO
2050;Descricao adequada do comentario da publicação  502;19/03/2019;coment_1494.jgp;1147;144;502;COMENTARIO
2051;Descricao adequada do comentario da publicação  228;20/06/2020;coment_1495.jgp;651;75;228;COMENTARIO
2052;Descricao adequada do comentario da publicação  416;21/10/2021;coment_1496.jgp;242;15;416;COMENTARIO
2053;Descricao adequada do comentario da publicação  316;10/08/2019;coment_1497.jgp;426;120;316;COMENTARIO
2054;Descricao adequada do comentario da publicação  165;31/05/2019;coment_1498.jgp;264;115;165;COMENTARIO
2055;Descricao adequada do comentario da publicação  276;03/10/2021;coment_1499.jgp;836;26;276;COMENTARIO
2056;Descricao adequada do comentario da publicação  534;11/08/2019;coment_1500.jgp;625;148;534;COMENTARIO
2057;Descricao adequada do comentario da publicação  264;29/09/2020;coment_1501.jgp;596;77;264;COMENTARIO
2058;Descricao adequada do comentario da publicação  544;29/06/2021;coment_1502.jgp;933;45;544;COMENTARIO
2059;Descricao adequada do comentario da publicação  484;11/07/2020;coment_1503.jgp;240;80;484;COMENTARIO
2060;Descricao adequada do comentario da publicação  426;03/03/2019;coment_1504.jgp;776;117;426;COMENTARIO
2061;Descricao adequada do comentario da publicação  446;12/05/2020;coment_1505.jgp;1140;96;446;COMENTARIO
2062;Descricao adequada do comentario da publicação  190;20/07/2020;coment_1506.jgp;926;68;190;COMENTARIO
2063;Descricao adequada do comentario da publicação  432;08/06/2020;coment_1507.jgp;1107;81;432;COMENTARIO
2064;Descricao adequada do comentario da publicação  363;01/05/2021;coment_1508.jgp;319;6;363;COMENTARIO
2065;Descricao adequada do comentario da publicação  373;08/09/2021;coment_1509.jgp;541;26;373;COMENTARIO
2066;Descricao adequada do comentario da publicação  198;06/02/2020;coment_1510.jgp;659;84;198;COMENTARIO
2067;Descricao adequada do comentario da publicação  445;14/12/2019;coment_1511.jgp;802;130;445;COMENTARIO
2068;Descricao adequada do comentario da publicação  193;14/09/2020;coment_1512.jgp;239;73;193;COMENTARIO
2069;Descricao adequada do comentario da publicação  234;16/02/2020;coment_1513.jgp;672;91;234;COMENTARIO
2070;Descricao adequada do comentario da publicação  235;23/06/2021;coment_1514.jgp;978;37;235;COMENTARIO
2071;Descricao adequada do comentario da publicação  238;07/05/2021;coment_1515.jgp;1023;16;238;COMENTARIO
2072;Descricao adequada do comentario da publicação  203;25/02/2021;coment_1516.jgp;417;17;203;COMENTARIO
2073;Descricao adequada do comentario da publicação  200;02/02/2019;coment_1517.jgp;2;150;200;COMENTARIO
2074;Descricao adequada do comentario da publicação  526;27/07/2019;coment_1518.jgp;953;151;526;COMENTARIO
2075;Descricao adequada do comentario da publicação  516;10/06/2020;coment_1519.jgp;236;97;516;COMENTARIO
2076;Descricao adequada do comentario da publicação  309;25/11/2019;coment_1520.jgp;577;118;309;COMENTARIO
2077;Descricao adequada do comentario da publicação  495;26/04/2019;coment_1521.jgp;214;159;495;COMENTARIO
2078;Descricao adequada do comentario da publicação  255;21/03/2019;coment_1522.jgp;180;141;255;COMENTARIO
2079;Descricao adequada do comentario da publicação  414;14/01/2019;coment_1523.jgp;578;109;414;COMENTARIO
2080;Descricao adequada do comentario da publicação  216;08/05/2021;coment_1524.jgp;1118;12;216;COMENTARIO
2081;Descricao adequada do comentario da publicação  516;13/06/2020;coment_1525.jgp;312;97;516;COMENTARIO
2082;Descricao adequada do comentario da publicação  238;10/05/2021;coment_1526.jgp;1034;16;238;COMENTARIO
2083;Descricao adequada do comentario da publicação  323;26/04/2019;coment_1527.jgp;725;113;323;COMENTARIO
2084;Descricao adequada do comentario da publicação  312;26/09/2021;coment_1528.jgp;1131;42;312;COMENTARIO
2085;Descricao adequada do comentario da publicação  426;04/03/2019;coment_1529.jgp;258;117;426;COMENTARIO
2086;Descricao adequada do comentario da publicação  332;03/10/2019;coment_1530.jgp;332;122;332;COMENTARIO
2087;Descricao adequada do comentario da publicação  169;12/09/2020;coment_1531.jgp;216;77;169;COMENTARIO
2088;Descricao adequada do comentario da publicação  488;20/02/2021;coment_1532.jgp;1061;2;488;COMENTARIO
2089;Descricao adequada do comentario da publicação  389;17/10/2019;coment_1533.jgp;1110;138;389;COMENTARIO
2090;Descricao adequada do comentario da publicação  401;19/10/2020;coment_1534.jgp;617;74;401;COMENTARIO
2091;Descricao adequada do comentario da publicação  421;01/07/2019;coment_1535.jgp;417;121;421;COMENTARIO
2092;Descricao adequada do comentario da publicação  298;12/06/2021;coment_1536.jgp;545;39;298;COMENTARIO
2093;Descricao adequada do comentario da publicação  284;06/04/2020;coment_1537.jgp;446;95;284;COMENTARIO
2094;Descricao adequada do comentario da publicação  550;22/11/2021;coment_1538.jgp;890;53;550;COMENTARIO
2095;Descricao adequada do comentario da publicação  333;20/01/2021;coment_1539.jgp;534;20;333;COMENTARIO
2096;Descricao adequada do comentario da publicação  386;29/03/2021;coment_1540.jgp;355;35;386;COMENTARIO
2097;Descricao adequada do comentario da publicação  279;16/03/2020;coment_1541.jgp;595;63;279;COMENTARIO
2098;Descricao adequada do comentario da publicação  339;08/03/2020;coment_1542.jgp;487;101;339;COMENTARIO
2099;Descricao adequada do comentario da publicação  316;07/08/2019;coment_1543.jgp;568;120;316;COMENTARIO
2100;Descricao adequada do comentario da publicação  469;11/05/2021;coment_1544.jgp;277;47;469;COMENTARIO
2101;Descricao adequada do comentario da publicação  279;13/03/2020;coment_1545.jgp;845;63;279;COMENTARIO
2102;Descricao adequada do comentario da publicação  414;12/01/2019;coment_1546.jgp;314;109;414;COMENTARIO
2103;Descricao adequada do comentario da publicação  255;16/03/2019;coment_1547.jgp;443;141;255;COMENTARIO
2104;Descricao adequada do comentario da publicação  279;17/03/2020;coment_1548.jgp;1096;63;279;COMENTARIO
2105;Descricao adequada do comentario da publicação  249;30/05/2021;coment_1549.jgp;604;31;249;COMENTARIO
2106;Descricao adequada do comentario da publicação  223;13/11/2021;coment_1550.jgp;95;21;223;COMENTARIO
2107;Descricao adequada do comentario da publicação  471;27/06/2019;coment_1551.jgp;174;121;471;COMENTARIO
2108;Descricao adequada do comentario da publicação  170;03/05/2019;coment_1552.jgp;50;111;170;COMENTARIO
2109;Descricao adequada do comentario da publicação  468;02/07/2019;coment_1553.jgp;1172;127;468;COMENTARIO
2110;Descricao adequada do comentario da publicação  473;19/08/2020;coment_1554.jgp;211;103;473;COMENTARIO
2111;Descricao adequada do comentario da publicação  539;23/02/2020;coment_1555.jgp;482;64;539;COMENTARIO
2112;Descricao adequada do comentario da publicação  476;11/01/2019;coment_1556.jgp;26;124;476;COMENTARIO
2113;Descricao adequada do comentario da publicação  358;23/06/2021;coment_1557.jgp;55;4;358;COMENTARIO
2114;Descricao adequada do comentario da publicação  242;29/01/2020;coment_1558.jgp;1015;91;242;COMENTARIO
2115;Descricao adequada do comentario da publicação  207;08/07/2020;coment_1559.jgp;1177;56;207;COMENTARIO
2116;Descricao adequada do comentario da publicação  399;20/02/2020;coment_1560.jgp;956;64;399;COMENTARIO
2117;Descricao adequada do comentario da publicação  240;23/11/2021;coment_1561.jgp;49;53;240;COMENTARIO
2118;Descricao adequada do comentario da publicação  307;04/03/2020;coment_1562.jgp;114;87;307;COMENTARIO
2119;Descricao adequada do comentario da publicação  185;01/12/2020;coment_1563.jgp;893;62;185;COMENTARIO
2120;Descricao adequada do comentario da publicação  554;16/02/2021;coment_1564.jgp;460;17;554;COMENTARIO
2121;Descricao adequada do comentario da publicação  531;16/04/2019;coment_1565.jgp;589;157;531;COMENTARIO
2122;Descricao adequada do comentario da publicação  342;30/11/2021;coment_1566.jgp;496;52;342;COMENTARIO
2123;Descricao adequada do comentario da publicação  272;06/09/2019;coment_1567.jgp;761;148;272;COMENTARIO
2124;Descricao adequada do comentario da publicação  234;16/02/2020;coment_1568.jgp;52;91;234;COMENTARIO
2125;Descricao adequada do comentario da publicação  179;15/02/2019;coment_1569.jgp;77;125;179;COMENTARIO
2126;Descricao adequada do comentario da publicação  273;29/04/2020;coment_1570.jgp;520;55;273;COMENTARIO
2127;Descricao adequada do comentario da publicação  437;29/04/2021;coment_1571.jgp;475;47;437;COMENTARIO
2128;Descricao adequada do comentario da publicação  534;08/08/2019;coment_1572.jgp;82;148;534;COMENTARIO
2129;Descricao adequada do comentario da publicação  230;01/11/2021;coment_1573.jgp;608;33;230;COMENTARIO
2130;Descricao adequada do comentario da publicação  242;01/02/2020;coment_1574.jgp;412;91;242;COMENTARIO
2131;Descricao adequada do comentario da publicação  422;11/05/2021;coment_1575.jgp;1167;18;422;COMENTARIO
2132;Descricao adequada do comentario da publicação  352;24/02/2019;coment_1576.jgp;993;150;352;COMENTARIO
2133;Descricao adequada do comentario da publicação  500;18/05/2021;coment_1577.jgp;120;6;500;COMENTARIO
2134;Descricao adequada do comentario da publicação  455;12/08/2021;coment_1578.jgp;793;30;455;COMENTARIO
2135;Descricao adequada do comentario da publicação  477;29/08/2019;coment_1579.jgp;751;143;477;COMENTARIO
2136;Descricao adequada do comentario da publicação  257;27/06/2019;coment_1580.jgp;883;136;257;COMENTARIO
2137;Descricao adequada do comentario da publicação  211;06/07/2020;coment_1581.jgp;421;99;211;COMENTARIO
2138;Descricao adequada do comentario da publicação  546;26/04/2021;coment_1582.jgp;411;25;546;COMENTARIO
2139;Descricao adequada do comentario da publicação  552;23/02/2019;coment_1583.jgp;930;140;552;COMENTARIO
2140;Descricao adequada do comentario da publicação  477;28/08/2019;coment_1584.jgp;1117;143;477;COMENTARIO
2141;Descricao adequada do comentario da publicação  209;08/12/2020;coment_1585.jgp;466;72;209;COMENTARIO
2142;Descricao adequada do comentario da publicação  162;18/11/2019;coment_1586.jgp;667;118;162;COMENTARIO
2143;Descricao adequada do comentario da publicação  308;05/06/2021;coment_1587.jgp;974;22;308;COMENTARIO
2144;Descricao adequada do comentario da publicação  215;12/09/2019;coment_1588.jgp;383;135;215;COMENTARIO
2145;Descricao adequada do comentario da publicação  428;01/12/2021;coment_1589.jgp;1055;8;428;COMENTARIO
2146;Descricao adequada do comentario da publicação  384;13/05/2019;coment_1590.jgp;1102;116;384;COMENTARIO
2147;Descricao adequada do comentario da publicação  551;24/04/2021;coment_1591.jgp;1158;7;551;COMENTARIO
2148;Descricao adequada do comentario da publicação  524;11/02/2019;coment_1592.jgp;1105;124;524;COMENTARIO
2149;Descricao adequada do comentario da publicação  407;07/11/2021;coment_1593.jgp;489;46;407;COMENTARIO
2150;Descricao adequada do comentario da publicação  481;19/07/2020;coment_1594.jgp;480;89;481;COMENTARIO
2151;Descricao adequada do comentario da publicação  339;09/03/2020;coment_1595.jgp;149;101;339;COMENTARIO
2152;Descricao adequada do comentario da publicação  357;19/02/2019;coment_1596.jgp;525;153;357;COMENTARIO
2153;Descricao adequada do comentario da publicação  188;21/09/2020;coment_1597.jgp;937;70;188;COMENTARIO
2154;Descricao adequada do comentario da publicação  181;31/07/2020;coment_1598.jgp;8;78;181;COMENTARIO
2155;Descricao adequada do comentario da publicação  335;15/03/2020;coment_1599.jgp;816;101;335;COMENTARIO
2156;Descricao adequada do comentario da publicação  245;08/04/2019;coment_1600.jgp;548;113;245;COMENTARIO
2157;Descricao adequada do comentario da publicação  165;26/05/2019;coment_1601.jgp;606;115;165;COMENTARIO
2158;Descricao adequada do comentario da publicação  222;03/04/2020;coment_1602.jgp;308;95;222;COMENTARIO
2159;Descricao adequada do comentario da publicação  273;03/05/2020;coment_1603.jgp;433;55;273;COMENTARIO
2160;Descricao adequada do comentario da publicação  191;25/09/2020;coment_1604.jgp;147;104;191;COMENTARIO
2161;Descricao adequada do comentario da publicação  534;10/08/2019;coment_1605.jgp;694;148;534;COMENTARIO
2162;Descricao adequada do comentario da publicação  173;15/06/2020;coment_1606.jgp;411;99;173;COMENTARIO
2163;Descricao adequada do comentario da publicação  163;25/06/2020;coment_1607.jgp;306;102;163;COMENTARIO
2164;Descricao adequada do comentario da publicação  212;10/10/2020;coment_1608.jgp;1098;67;212;COMENTARIO
2165;Descricao adequada do comentario da publicação  206;18/07/2020;coment_1609.jgp;773;78;206;COMENTARIO
2166;Descricao adequada do comentario da publicação  268;13/08/2020;coment_1610.jgp;440;88;268;COMENTARIO
2167;Descricao adequada do comentario da publicação  411;30/03/2019;coment_1611.jgp;626;159;411;COMENTARIO
2168;Descricao adequada do comentario da publicação  250;18/11/2021;coment_1612.jgp;758;1;250;COMENTARIO
2169;Descricao adequada do comentario da publicação  425;11/08/2021;coment_1613.jgp;63;48;425;COMENTARIO
2170;Descricao adequada do comentario da publicação  232;06/02/2019;coment_1614.jgp;205;153;232;COMENTARIO
2171;Descricao adequada do comentario da publicação  422;16/05/2021;coment_1615.jgp;908;18;422;COMENTARIO
2172;Descricao adequada do comentario da publicação  206;18/07/2020;coment_1616.jgp;553;78;206;COMENTARIO
2173;Descricao adequada do comentario da publicação  366;02/05/2020;coment_1617.jgp;486;85;366;COMENTARIO
2174;Descricao adequada do comentario da publicação  160;03/03/2019;coment_1618.jgp;366;110;160;COMENTARIO
2175;Descricao adequada do comentario da publicação  291;01/05/2021;coment_1619.jgp;539;38;291;COMENTARIO
2176;Descricao adequada do comentario da publicação  317;16/05/2021;coment_1620.jgp;435;7;317;COMENTARIO
2177;Descricao adequada do comentario da publicação  245;06/04/2019;coment_1621.jgp;114;113;245;COMENTARIO
2178;Descricao adequada do comentario da publicação  180;20/05/2021;coment_1622.jgp;1108;22;180;COMENTARIO
2179;Descricao adequada do comentario da publicação  324;15/06/2021;coment_1623.jgp;600;31;324;COMENTARIO
2180;Descricao adequada do comentario da publicação  398;07/07/2021;coment_1624.jgp;673;39;398;COMENTARIO
2181;Descricao adequada do comentario da publicação  457;05/10/2020;coment_1625.jgp;70;74;457;COMENTARIO
2182;Descricao adequada do comentario da publicação  553;26/09/2019;coment_1626.jgp;208;156;553;COMENTARIO
2183;Descricao adequada do comentario da publicação  314;27/08/2020;coment_1627.jgp;269;88;314;COMENTARIO
2184;Descricao adequada do comentario da publicação  477;26/08/2019;coment_1628.jgp;493;143;477;COMENTARIO
2185;Descricao adequada do comentario da publicação  348;18/02/2019;coment_1629.jgp;227;112;348;COMENTARIO
2186;Descricao adequada do comentario da publicação  401;20/10/2020;coment_1630.jgp;1053;74;401;COMENTARIO
2187;Descricao adequada do comentario da publicação  441;09/10/2021;coment_1631.jgp;49;49;441;COMENTARIO
2188;Descricao adequada do comentario da publicação  276;29/09/2021;coment_1632.jgp;128;26;276;COMENTARIO
2189;Descricao adequada do comentario da publicação  477;28/08/2019;coment_1633.jgp;478;143;477;COMENTARIO
2190;Descricao adequada do comentario da publicação  166;08/06/2021;coment_1634.jgp;763;3;166;COMENTARIO
2191;Descricao adequada do comentario da publicação  552;25/02/2019;coment_1635.jgp;1131;140;552;COMENTARIO
2192;Descricao adequada do comentario da publicação  226;08/03/2019;coment_1636.jgp;177;141;226;COMENTARIO
2193;Descricao adequada do comentario da publicação  389;19/10/2019;coment_1637.jgp;5;138;389;COMENTARIO
2194;Descricao adequada do comentario da publicação  271;15/10/2021;coment_1638.jgp;181;15;271;COMENTARIO
2195;Descricao adequada do comentario da publicação  310;07/08/2020;coment_1639.jgp;649;80;310;COMENTARIO
2196;Descricao adequada do comentario da publicação  463;14/06/2021;coment_1640.jgp;125;50;463;COMENTARIO
2197;Descricao adequada do comentario da publicação  421;30/06/2019;coment_1641.jgp;985;121;421;COMENTARIO
2198;Descricao adequada do comentario da publicação  551;27/04/2021;coment_1642.jgp;557;7;551;COMENTARIO
2199;Descricao adequada do comentario da publicação  330;15/11/2020;coment_1643.jgp;908;69;330;COMENTARIO
2200;Descricao adequada do comentario da publicação  268;14/08/2020;coment_1644.jgp;763;88;268;COMENTARIO
2201;Descricao adequada do comentario da publicação  233;11/02/2019;coment_1645.jgp;650;124;233;COMENTARIO
2202;Descricao adequada do comentario da publicação  430;28/09/2021;coment_1646.jgp;1045;23;430;COMENTARIO
2203;Descricao adequada do comentario da publicação  276;04/10/2021;coment_1647.jgp;192;26;276;COMENTARIO
2204;Descricao adequada do comentario da publicação  492;10/07/2019;coment_1648.jgp;197;127;492;COMENTARIO
2205;Descricao adequada do comentario da publicação  220;20/10/2020;coment_1649.jgp;1166;86;220;COMENTARIO
2206;Descricao adequada do comentario da publicação  464;25/04/2020;coment_1650.jgp;1129;85;464;COMENTARIO
2207;Descricao adequada do comentario da publicação  269;24/02/2019;coment_1651.jgp;1095;147;269;COMENTARIO
2208;Descricao adequada do comentario da publicação  531;19/04/2019;coment_1652.jgp;665;157;531;COMENTARIO
2209;Descricao adequada do comentario da publicação  394;26/03/2020;coment_1653.jgp;33;79;394;COMENTARIO
2210;Descricao adequada do comentario da publicação  274;31/01/2020;coment_1654.jgp;312;100;274;COMENTARIO
2211;Descricao adequada do comentario da publicação  522;10/10/2019;coment_1655.jgp;941;122;522;COMENTARIO
2212;Descricao adequada do comentario da publicação  205;08/05/2021;coment_1656.jgp;250;47;205;COMENTARIO
2213;Descricao adequada do comentario da publicação  339;06/03/2020;coment_1657.jgp;136;101;339;COMENTARIO
2214;Descricao adequada do comentario da publicação  227;28/11/2021;coment_1658.jgp;627;46;227;COMENTARIO
2215;Descricao adequada do comentario da publicação  413;03/05/2021;coment_1659.jgp;545;10;413;COMENTARIO
2216;Descricao adequada do comentario da publicação  379;31/01/2021;coment_1660.jgp;980;27;379;COMENTARIO
2217;Descricao adequada do comentario da publicação  311;03/02/2019;coment_1661.jgp;144;124;311;COMENTARIO
2218;Descricao adequada do comentario da publicação  286;21/04/2021;coment_1662.jgp;639;38;286;COMENTARIO
2219;Descricao adequada do comentario da publicação  237;03/08/2019;coment_1663.jgp;1062;133;237;COMENTARIO
2220;Descricao adequada do comentario da publicação  336;02/10/2019;coment_1664.jgp;133;156;336;COMENTARIO
2221;Descricao adequada do comentario da publicação  162;18/11/2019;coment_1665.jgp;403;118;162;COMENTARIO
2222;Descricao adequada do comentario da publicação  236;22/07/2019;coment_1666.jgp;745;120;236;COMENTARIO
2223;Descricao adequada do comentario da publicação  258;25/04/2021;coment_1667.jgp;856;7;258;COMENTARIO
2224;Descricao adequada do comentario da publicação  520;13/05/2020;coment_1668.jgp;130;54;520;COMENTARIO
2225;Descricao adequada do comentario da publicação  340;19/02/2019;coment_1669.jgp;863;153;340;COMENTARIO
2226;Descricao adequada do comentario da publicação  203;24/02/2021;coment_1670.jgp;1176;17;203;COMENTARIO
2227;Descricao adequada do comentario da publicação  510;29/10/2021;coment_1671.jgp;380;29;510;COMENTARIO
